City,Date,Year,Month Name,Day,Season,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,AQI,AQI_Bucket
Bengaluru,10/04/2015,2015,April,10,Summer,24.4,6.87,7.46,8.7,,2.03,44.47,,129,Moderate
Bengaluru,11/04/2015,2015,April,11,Summer,32.08,6.6,7.09,8.82,1.7,3.22,53.91,0.29,107,Moderate
Bengaluru,12/04/2015,2015,April,12,Summer,19.72,1.81,4.97,5.51,2.65,5.16,44.53,0.17,122,Moderate
Bengaluru,13/04/2015,2015,April,13,Summer,17.03,2.17,8.53,9.95,2.23,2.75,39.03,,85,Satisfactory
Bengaluru,14/04/2015,2015,April,14,Summer,19.73,2.26,6.1,6.13,1.4,4.66,57.7,0.18,62,Satisfactory
Bengaluru,15/04/2015,2015,April,15,Summer,22.52,6.71,4.86,14.02,,4.9,77.05,0.21,177,Moderate
Bengaluru,16/04/2015,2015,April,16,Summer,21.36,2.86,7.98,12.69,0.97,29.11,,0.16,152,Moderate
Bengaluru,17/04/2015,2015,April,17,Summer,24.35,3.06,6.64,7.42,,2.58,,,210,Poor
Bengaluru,18/04/2015,2015,April,18,Summer,18.33,2.4,5.98,6.47,,3.99,,,170,Moderate
Bengaluru,19/04/2015,2015,April,19,Summer,17.66,1.85,6.58,5.89,0.48,2.49,81.34,,135,Moderate
Bengaluru,20/04/2015,2015,April,20,Summer,27.46,2.53,7.91,7.1,,5.53,37.22,,118,Moderate
Bengaluru,21/04/2015,2015,April,21,Summer,27.94,3.8,6.45,9.94,,4.43,34.74,0.23,127,Moderate
Bengaluru,22/04/2015,2015,April,22,Summer,23.81,4.01,6.21,13.57,,26.42,32.79,0.22,47,Good
Bengaluru,23/04/2015,2015,April,23,Summer,23.11,4.16,6.84,14.07,,12.35,15.88,,44,Good
Bengaluru,24/04/2015,2015,April,24,Summer,15.12,4.35,14.96,12.52,1.13,5.12,,,67,Satisfactory
Bengaluru,25/04/2015,2015,April,25,Summer,19.59,4.35,8.42,12.28,,26.92,,,44,Good
Bengaluru,26/04/2015,2015,April,26,Summer,69.85,8.6,14.35,19.55,1.22,15.91,,,82,Satisfactory
Bengaluru,27/04/2015,2015,April,27,Summer,24.62,3.77,7.74,11.71,1.26,18.89,65.38,,156,Moderate
Bengaluru,28/04/2015,2015,April,28,Summer,32.92,7.12,12.95,18.7,2.31,14.79,57.59,,96,Satisfactory
Bengaluru,29/04/2015,2015,April,29,Summer,44.53,7.24,17.71,22.68,1.34,8.34,27.11,,72,Satisfactory
Bengaluru,30/04/2015,2015,April,30,Summer,26.68,3.79,16.69,12.64,,11.54,51.81,,117,Moderate
Bengaluru,01/05/2015,2015,May,1,Summer,39.06,3.45,14.31,12.05,1.59,4.96,26.93,,67,Satisfactory
Bengaluru,02/05/2015,2015,May,2,Summer,50.83,5.74,14.24,14.93,,2.99,16.83,,217,Poor
Bengaluru,03/05/2015,2015,May,3,Summer,62.58,5.03,15.2,10.05,1.32,7.47,17.81,,64,Satisfactory
Bengaluru,04/05/2015,2015,May,4,Summer,45.26,5.21,25.81,15.91,,6.79,21.39,,162,Moderate
Bengaluru,05/05/2015,2015,May,5,Summer,40.37,9.03,20.7,13.3,0,8.6,36.56,,75,Satisfactory
Bengaluru,06/05/2015,2015,May,6,Summer,43.21,8.24,17.15,10.79,,11.77,80.02,,141,Moderate
Bengaluru,07/05/2015,2015,May,7,Summer,41.53,5.74,20.41,14.16,0.5,4.67,31.73,,70,Satisfactory
Bengaluru,08/05/2015,2015,May,8,Summer,27.85,5.82,17.29,11.04,,7.18,,,142,Moderate
Bengaluru,09/05/2015,2015,May,9,Summer,36.83,4.6,24.35,13.81,,6.64,39.61,6.11,140,Moderate
Bengaluru,10/05/2015,2015,May,10,Summer,40.81,6.5,29.77,14.91,2.57,3.46,32.11,5.2,71,Satisfactory
Bengaluru,11/05/2015,2015,May,11,Summer,36.11,6.97,29.38,17.29,0.3,11.84,14,4.94,66,Satisfactory
Bengaluru,12/05/2015,2015,May,12,Summer,28.76,8.95,29.1,18.34,,2.96,15.17,4.67,56,Satisfactory
Bengaluru,13/05/2015,2015,May,13,Summer,40.74,8.61,32.27,20.96,0,2.77,7.96,4.9,45,Good
Bengaluru,14/05/2015,2015,May,14,Summer,23.77,6.77,33.12,20.16,1.19,2.83,12.14,4.88,61,Satisfactory
Bengaluru,15/05/2015,2015,May,15,Summer,17.34,5.26,22.13,14.1,2.06,3.08,12.14,5.66,70,Satisfactory
Bengaluru,16/05/2015,2015,May,16,Summer,30.45,5.23,32.24,18.53,1.19,3.9,8.48,4.66,59,Satisfactory
Bengaluru,17/05/2015,2015,May,17,Summer,15.8,5.08,22.62,11.25,,5.8,21.44,4.22,125,Moderate
Bengaluru,18/05/2015,2015,May,18,Summer,20.12,6.65,22.49,13.5,,5.83,32.76,4.24,106,Moderate
Bengaluru,19/05/2015,2015,May,19,Summer,25.27,10.97,31.22,20.24,1.14,3.92,37.13,4.19,84,Satisfactory
Bengaluru,20/05/2015,2015,May,20,Summer,26.7,4.76,32.48,16.97,1.26,4.24,36.42,4.1,57,Satisfactory
Bengaluru,21/05/2015,2015,May,21,Summer,27.84,6.01,17.97,9.15,1.21,4.38,25.96,4.18,56,Satisfactory
Bengaluru,22/05/2015,2015,May,22,Summer,29.52,5.09,17.88,8.93,,4.89,28.02,4.64,140,Moderate
Bengaluru,23/05/2015,2015,May,23,Summer,27.97,6.23,23.45,13.42,,12.38,22.59,5.16,156,Moderate
Bengaluru,24/05/2015,2015,May,24,Summer,28.17,4.91,17.13,10.15,,3.98,23.52,4.39,156,Moderate
Bengaluru,25/05/2015,2015,May,25,Summer,27.71,4.01,18.69,10.4,,4.81,21.85,4.57,111,Moderate
Bengaluru,26/05/2015,2015,May,26,Summer,28.01,2.74,12.85,9.33,,3.92,23.36,4.69,158,Moderate
Bengaluru,27/05/2015,2015,May,27,Summer,31.7,2.97,11.83,9.27,,4.02,27.83,3.77,93,Satisfactory
Bengaluru,28/05/2015,2015,May,28,Summer,48.08,12.38,41.16,23.43,1.22,0.96,42.06,3.54,97,Satisfactory
Bengaluru,29/05/2015,2015,May,29,Summer,30.77,6.31,22.5,13.99,1.4,0.92,31.65,5.05,94,Satisfactory
Bengaluru,30/05/2015,2015,May,30,Summer,26.15,0.95,14.82,10.67,,7.13,54.35,4.81,147,Moderate
Bengaluru,31/05/2015,2015,May,31,Summer,40.71,0.75,6.62,5.01,2.84,4.24,22.32,5.42,100,Satisfactory
Bengaluru,01/06/2015,2015,June,1,Monsoon,23.69,1.65,14.12,7.77,1.7,6.9,68.17,4.86,101,Moderate
Bengaluru,02/06/2015,2015,June,2,Monsoon,23.95,0.46,9.28,3.25,1.77,7.93,54.65,4.08,84,Satisfactory
Bengaluru,03/06/2015,2015,June,3,Monsoon,21.51,1.59,19.98,9.87,1.52,4.44,46.8,4.11,84,Satisfactory
Bengaluru,04/06/2015,2015,June,4,Monsoon,25.56,1.14,6.39,7.52,1.4,4.47,29.64,3.16,74,Satisfactory
Bengaluru,05/06/2015,2015,June,5,Monsoon,22.41,2.59,14.61,19.41,,5.85,27.39,2.89,130,Moderate
Bengaluru,06/06/2015,2015,June,6,Monsoon,16.02,4.7,30.73,36.51,1.78,11.64,20.75,,74,Satisfactory
Bengaluru,07/06/2015,2015,June,7,Monsoon,12.69,4.38,25.18,27.39,,4.22,19.63,2.71,74,Satisfactory
Bengaluru,08/06/2015,2015,June,8,Monsoon,13.29,4.82,22.65,13.65,,17.45,17.13,2.49,162,Moderate
Bengaluru,09/06/2015,2015,June,9,Monsoon,12.11,6.72,20.8,13.22,1.4,15.06,20.96,3.13,55,Satisfactory
Bengaluru,10/06/2015,2015,June,10,Monsoon,13.66,3.61,22.16,11.83,1.96,6.09,24.49,3.13,72,Satisfactory
Bengaluru,11/06/2015,2015,June,11,Monsoon,14.56,3.34,17.32,8.95,1.54,11.59,15.75,4.79,66,Satisfactory
Bengaluru,12/06/2015,2015,June,12,Monsoon,14.76,3.2,13.35,7.08,1.89,10.35,20.52,4.35,81,Satisfactory
Bengaluru,13/06/2015,2015,June,13,Monsoon,12.29,2.53,10.75,4.86,,15,19.08,5.46,94,Satisfactory
Bengaluru,14/06/2015,2015,June,14,Monsoon,11.72,1.76,9.61,4.7,2.36,1.96,20.38,4.56,128,Moderate
Bengaluru,15/06/2015,2015,June,15,Monsoon,15.7,6.3,13.12,10.43,1.56,5.04,34.42,2.43,86,Satisfactory
Bengaluru,16/06/2015,2015,June,16,Monsoon,22.94,2.88,10.09,5.6,,1.58,13.24,1.66,136,Moderate
Bengaluru,17/06/2015,2015,June,17,Monsoon,19.54,2.19,11.09,5.01,2,4.12,13.5,2.96,67,Satisfactory
Bengaluru,18/06/2015,2015,June,18,Monsoon,22.68,2.8,18.7,9.83,1.3,1.35,16.42,5.04,45,Good
Bengaluru,19/06/2015,2015,June,19,Monsoon,21.86,3.91,19,11.85,1.54,4.34,11.12,5.67,70,Satisfactory
Bengaluru,20/06/2015,2015,June,20,Monsoon,18.74,3.9,14.48,9.69,,1.95,8.62,4.36,93,Satisfactory
Bengaluru,21/06/2015,2015,June,21,Monsoon,18.81,3.01,15.95,8.19,,2.02,10.31,0.15,166,Moderate
Bengaluru,22/06/2015,2015,June,22,Monsoon,15.11,2.78,16.04,11.71,,5.53,10.68,,183,Moderate
Bengaluru,23/06/2015,2015,June,23,Monsoon,17.47,1.74,7.27,4.01,2.08,7.51,10.97,0.12,107,Moderate
Bengaluru,24/06/2015,2015,June,24,Monsoon,15.92,0.89,5.61,1.82,,5.41,21.62,,140,Moderate
Bengaluru,25/06/2015,2015,June,25,Monsoon,13.58,2,5.38,3.37,2.83,5.49,11.83,0.13,107,Moderate
Bengaluru,26/06/2015,2015,June,26,Monsoon,14.52,1.14,6.1,3.71,1.75,4.41,13.27,0.1,70,Satisfactory
Bengaluru,27/06/2015,2015,June,27,Monsoon,27.25,0.86,5.23,2.93,,10.62,15.2,0.18,165,Moderate
Bengaluru,28/06/2015,2015,June,28,Monsoon,20.99,0.72,4.38,1.91,2.03,2.53,15.42,0.24,160,Moderate
Bengaluru,29/06/2015,2015,June,29,Monsoon,22.26,1.23,7.02,3.74,,7.62,10.29,0.13,209,Poor
Bengaluru,30/06/2015,2015,June,30,Monsoon,23.51,2.75,8.39,5.43,,5.94,6.61,0.16,166,Moderate
Bengaluru,01/07/2015,2015,July,1,Monsoon,19.76,1.24,6.34,3.24,,6.28,6.45,0.11,187,Moderate
Bengaluru,02/07/2015,2015,July,2,Monsoon,20.24,2.26,11.59,6.83,2.58,5.12,11.01,0.12,162,Moderate
Bengaluru,03/07/2015,2015,July,3,Monsoon,17.28,1.07,5.11,2.7,,3.69,8.37,,185,Moderate
Bengaluru,04/07/2015,2015,July,4,Monsoon,21.52,1,5.99,2.9,,2.76,9.72,,141,Moderate
Bengaluru,05/07/2015,2015,July,5,Monsoon,19.43,1.13,7.66,4.66,,2.29,7.89,0.16,225,Poor
Bengaluru,06/07/2015,2015,July,6,Monsoon,19.27,2.21,8.79,6.36,,2.54,8.96,0.13,309,Very Poor
Bengaluru,07/07/2015,2015,July,7,Monsoon,23.27,1.73,7.83,7.62,2.86,3.36,9.3,0.14,136,Moderate
Bengaluru,08/07/2015,2015,July,8,Monsoon,18.63,2.96,8.71,6.88,,6.25,7.27,1.09,139,Moderate
Bengaluru,09/07/2015,2015,July,9,Monsoon,14.52,5.93,10.04,8.43,,3.89,7.56,0.18,161,Moderate
Bengaluru,10/07/2015,2015,July,10,Monsoon,12.84,7.5,10.1,9.4,,3.25,5.4,,160,Moderate
Bengaluru,11/07/2015,2015,July,11,Monsoon,19.08,6.5,10.66,9.34,2.42,2.39,5.06,,127,Moderate
Bengaluru,12/07/2015,2015,July,12,Monsoon,23.45,5.88,9.83,8.64,2.11,1.86,9.66,,71,Satisfactory
Bengaluru,13/07/2015,2015,July,13,Monsoon,25.62,5.21,12.22,9.75,,2.84,10.42,,246,Poor
Bengaluru,14/07/2015,2015,July,14,Monsoon,27.03,4.42,11.7,9.3,,2.78,7.82,,250,Poor
Bengaluru,15/07/2015,2015,July,15,Monsoon,24.09,5.64,17.43,12.1,,4.49,5.49,,176,Moderate
Bengaluru,16/07/2015,2015,July,16,Monsoon,23.17,4.97,15.73,11.27,,2.98,8.06,,176,Moderate
Bengaluru,17/07/2015,2015,July,17,Monsoon,26.84,6.18,10.76,9.67,1.62,3.46,8.48,,55,Satisfactory
Bengaluru,18/07/2015,2015,July,18,Monsoon,19.24,3.78,8.46,7.12,,3.98,10.27,,156,Moderate
Bengaluru,19/07/2015,2015,July,19,Monsoon,14.46,3.76,7.65,6.72,,1.66,9.43,,195,Moderate
Bengaluru,20/07/2015,2015,July,20,Monsoon,14.3,5.1,10.26,8.78,,2.39,8.67,,197,Moderate
Bengaluru,21/07/2015,2015,July,21,Monsoon,19.29,4.45,11.45,8.94,,1.72,3.62,,223,Poor
Bengaluru,22/07/2015,2015,July,22,Monsoon,21.39,4.14,9.91,8.06,,2.39,3.54,,182,Moderate
Bengaluru,23/07/2015,2015,July,23,Monsoon,45.86,5.98,11.26,9.75,,3.29,5.13,,245,Poor
Bengaluru,24/07/2015,2015,July,24,Monsoon,18.38,3.82,9.48,7.7,,10.54,6.49,,268,Poor
Bengaluru,25/07/2015,2015,July,25,Monsoon,24.44,4.63,10,8.6,,15.96,9.61,,51,Satisfactory
Bengaluru,26/07/2015,2015,July,26,Monsoon,25.14,3.59,11.03,7.88,2.42,2.54,8.9,,49,Good
Bengaluru,27/07/2015,2015,July,27,Monsoon,13.85,5.69,8.83,8.32,,3.82,8.78,,157,Moderate
Bengaluru,28/07/2015,2015,July,28,Monsoon,16.63,3.66,10.76,8.08,,5.27,7.16,,128,Moderate
Bengaluru,29/07/2015,2015,July,29,Monsoon,19.04,3.67,12.67,9.08,1.5,4.9,5.82,,66,Satisfactory
Bengaluru,30/07/2015,2015,July,30,Monsoon,24.43,4.59,11.52,7.93,1.86,3.15,5.42,,105,Moderate
Bengaluru,31/07/2015,2015,July,31,Monsoon,19.16,5.08,10.27,7.61,1.09,3.35,3.53,,49,Good
Bengaluru,01/08/2015,2015,August,1,Monsoon,18.18,4.06,20.21,11.77,,2.43,3.38,,97,Satisfactory
Bengaluru,02/08/2015,2015,August,2,Monsoon,15.52,3.48,9.54,6.15,,1.86,4.83,,257,Poor
Bengaluru,03/08/2015,2015,August,3,Monsoon,18.67,5.9,11.41,8.58,,2.13,5.74,,139,Moderate
Bengaluru,04/08/2015,2015,August,4,Monsoon,15.85,5.74,10.66,8.17,,2.6,5.24,,95,Satisfactory
Bengaluru,05/08/2015,2015,August,5,Monsoon,18.26,4.56,11.85,8.03,,2.4,3,,106,Moderate
Bengaluru,06/08/2015,2015,August,6,Monsoon,17.94,6.02,18.38,13.03,,5.94,7.21,,89,Satisfactory
Bengaluru,07/08/2015,2015,August,7,Monsoon,21.86,3.06,10.02,6.18,1.16,3.79,3.29,,44,Good
Bengaluru,08/08/2015,2015,August,8,Monsoon,46.86,2.62,8.46,5.62,,3.78,3.98,,97,Satisfactory
Bengaluru,09/08/2015,2015,August,9,Monsoon,54.42,1.56,7.32,5.27,,2.1,4.73,,187,Moderate
Bengaluru,10/08/2015,2015,August,10,Monsoon,21.02,3.65,8.21,6.26,1.82,5.16,6.23,,83,Satisfactory
Bengaluru,11/08/2015,2015,August,11,Monsoon,21.1,2.56,7.98,5.34,,2.96,9.86,,129,Moderate
Bengaluru,12/08/2015,2015,August,12,Monsoon,16.64,3.45,7.44,5.58,,7.22,6.76,,128,Moderate
Bengaluru,13/08/2015,2015,August,13,Monsoon,14.99,4.81,6.61,6.6,,2.51,6.11,5.02,217,Poor
Bengaluru,14/08/2015,2015,August,14,Monsoon,20.21,4.54,14.73,12.48,,6.15,5.86,3.15,277,Poor
Bengaluru,15/08/2015,2015,August,15,Monsoon,18.04,1.93,13.63,9.32,,2.49,10.04,1.89,176,Moderate
Bengaluru,16/08/2015,2015,August,16,Monsoon,20.8,5.06,17.39,10.93,,1.32,7.48,1.51,206,Poor
Bengaluru,17/08/2015,2015,August,17,Monsoon,15.35,6.56,19.5,13.98,,2.98,5.93,2.18,238,Poor
Bengaluru,18/08/2015,2015,August,18,Monsoon,27.31,4.58,19.73,12.9,,2.85,3.75,2.18,229,Poor
Bengaluru,19/08/2015,2015,August,19,Monsoon,32.13,9.89,17.92,15.33,,7.14,4.3,,236,Poor
Bengaluru,20/08/2015,2015,August,20,Monsoon,23.26,7.05,34.35,21.46,1.31,3.73,3.41,5.55,92,Satisfactory
Bengaluru,21/08/2015,2015,August,21,Monsoon,17.9,3.31,17.51,11.02,,6.56,3.44,,100,Satisfactory
Bengaluru,22/08/2015,2015,August,22,Monsoon,10.99,2.95,15.97,9.93,1.14,1.07,3.35,,97,Satisfactory
Bengaluru,23/08/2015,2015,August,23,Monsoon,12.9,2.79,11.64,7.72,,0.91,3.86,,59,Satisfactory
Bengaluru,24/08/2015,2015,August,24,Monsoon,22.29,4,15.11,10.24,1.16,1,4.72,,96,Satisfactory
Bengaluru,25/08/2015,2015,August,25,Monsoon,20.06,5,16.49,13.5,,4.38,6.26,,123,Moderate
Bengaluru,26/08/2015,2015,August,26,Monsoon,17.38,4.23,12.18,12.33,1.43,1.1,7.65,,77,Satisfactory
Bengaluru,27/08/2015,2015,August,27,Monsoon,14.67,6.76,20.81,14.62,2.4,1.13,4.84,,57,Satisfactory
Bengaluru,28/08/2015,2015,August,28,Monsoon,18.96,3.22,21.16,12.18,1.96,1.42,4.19,,63,Satisfactory
Bengaluru,29/08/2015,2015,August,29,Monsoon,20.56,4.26,13.86,9.92,,2.56,12.64,,174,Moderate
Bengaluru,30/08/2015,2015,August,30,Monsoon,17.27,1.37,5.53,3.77,2.76,0.73,12.65,,121,Moderate
Bengaluru,31/08/2015,2015,August,31,Monsoon,23.42,2.6,6.47,5.25,,1.24,17.22,,92,Satisfactory
Bengaluru,01/09/2015,2015,September,1,Monsoon,24.9,2.58,7.25,5.57,,1.67,13.62,,81,Satisfactory
Bengaluru,02/09/2015,2015,September,2,Monsoon,23.54,1.75,9.49,6.09,1.19,2.18,11.57,,43,Good
Bengaluru,03/09/2015,2015,September,3,Monsoon,24.49,2.5,12.59,8.41,1.42,2.49,14.5,,52,Satisfactory
Bengaluru,04/09/2015,2015,September,4,Monsoon,26.16,3.72,15.89,10.97,1.76,2.12,10.98,,72,Satisfactory
Bengaluru,05/09/2015,2015,September,5,Monsoon,27.38,6.79,17.6,14.32,1.47,2.63,38.49,,73,Satisfactory
Bengaluru,06/09/2015,2015,September,6,Monsoon,18.38,2.41,11.7,7.72,,1.35,,,208,Poor
Bengaluru,07/09/2015,2015,September,7,Monsoon,16.34,4.12,12,9.25,,3.08,21.21,,179,Moderate
Bengaluru,08/09/2015,2015,September,8,Monsoon,22.47,6.9,10.95,10.3,1.78,5.6,12.62,,93,Satisfactory
Bengaluru,09/09/2015,2015,September,9,Monsoon,29.6,6.75,11.14,10.91,,7,5.34,,60,Satisfactory
Bengaluru,10/09/2015,2015,September,10,Monsoon,15.21,6.53,12.29,11.26,1.2,3.26,5.01,,65,Satisfactory
Bengaluru,11/09/2015,2015,September,11,Monsoon,18.09,5.32,13.42,10.92,,2.85,5.48,,60,Satisfactory
Bengaluru,12/09/2015,2015,September,12,Monsoon,16.68,4.77,13.1,10.22,,2.42,17.12,,167,Moderate
Bengaluru,13/09/2015,2015,September,13,Monsoon,12.24,2.59,11.85,7.95,,2.08,13.22,,141,Moderate
Bengaluru,14/09/2015,2015,September,14,Monsoon,14.99,5.5,12.44,10.43,,2.19,12.68,,175,Moderate
Bengaluru,15/09/2015,2015,September,15,Monsoon,11.75,3.39,11.66,8.49,1.06,2.54,5.72,,41,Good
Bengaluru,16/09/2015,2015,September,16,Monsoon,11.47,3.26,12.06,8.6,,2.26,14.33,,81,Satisfactory
Bengaluru,17/09/2015,2015,September,17,Monsoon,10.93,2.64,9.78,6.94,1.7,1.92,10.45,,52,Satisfactory
Bengaluru,18/09/2015,2015,September,18,Monsoon,13.18,2.99,8.71,7.78,1.01,2.34,21.33,,31,Good
Bengaluru,19/09/2015,2015,September,19,Monsoon,13.47,3.25,8.98,8.24,,2.85,10.94,,144,Moderate
Bengaluru,20/09/2015,2015,September,20,Monsoon,7.32,3.3,9.42,8.69,1.27,1.74,11.51,,64,Satisfactory
Bengaluru,21/09/2015,2015,September,21,Monsoon,16.51,3.86,15.32,12.75,2.15,3.01,15.34,,51,Satisfactory
Bengaluru,22/09/2015,2015,September,22,Monsoon,28.38,6.09,22.83,18.49,2.21,2.97,20.63,,82,Satisfactory
Bengaluru,23/09/2015,2015,September,23,Monsoon,27.74,3.53,27.93,19.01,2.13,2.32,21.96,,85,Satisfactory
Bengaluru,24/09/2015,2015,September,24,Monsoon,29.1,3.31,22.47,15.65,2.39,2.37,16.37,,89,Satisfactory
Bengaluru,25/09/2015,2015,September,25,Monsoon,17.48,3.62,21.03,13.71,,2.47,49.22,,139,Moderate
Bengaluru,26/09/2015,2015,September,26,Monsoon,14.95,1.98,17.22,10.16,2.68,1.46,9.51,,157,Moderate
Bengaluru,27/09/2015,2015,September,27,Monsoon,27.29,10.46,20.53,18.34,2.26,1.7,12.01,,155,Moderate
Bengaluru,28/09/2015,2015,September,28,Monsoon,19.98,21.66,30.35,31.94,2,1.69,18.48,,94,Satisfactory
Bengaluru,29/09/2015,2015,September,29,Monsoon,31.36,5.95,33.02,21.34,2.09,1.72,20.18,,100,Satisfactory
Bengaluru,30/09/2015,2015,September,30,Monsoon,35.5,6.74,31.34,21.07,2.71,1.3,14.05,,117,Moderate
Bengaluru,01/10/2015,2015,October,1,Post-Monsoon,26.25,4.82,30.71,19.52,1.95,1.45,12.61,,136,Moderate
Bengaluru,02/10/2015,2015,October,2,Post-Monsoon,22.3,3.85,26.84,17.13,1.82,4.18,,,96,Satisfactory
Bengaluru,03/10/2015,2015,October,3,Post-Monsoon,13.97,2.64,19.24,11.96,1.67,1.6,18.98,,101,Moderate
Bengaluru,04/10/2015,2015,October,4,Post-Monsoon,9.63,3.75,16.51,11.21,2.21,1.37,12.67,,128,Moderate
Bengaluru,05/10/2015,2015,October,5,Post-Monsoon,28.7,6.17,23.13,16.54,1.96,2.64,10.81,,92,Satisfactory
Bengaluru,06/10/2015,2015,October,6,Post-Monsoon,35.04,6.66,19.67,15.11,1.7,4.52,15.74,,98,Satisfactory
Bengaluru,07/10/2015,2015,October,7,Post-Monsoon,15.82,3.63,19.92,12.95,1.63,5.29,11.29,,102,Moderate
Bengaluru,08/10/2015,2015,October,8,Post-Monsoon,12.14,5.05,19.19,13.76,1.21,8.55,12.96,,69,Satisfactory
Bengaluru,09/10/2015,2015,October,9,Post-Monsoon,14.44,5.96,20.31,15.2,1.54,7.68,14.01,,54,Satisfactory
Bengaluru,10/10/2015,2015,October,10,Post-Monsoon,12.01,6.16,21.36,15.75,2.66,7.04,10.22,,101,Moderate
Bengaluru,11/10/2015,2015,October,11,Post-Monsoon,10.02,4.91,19.3,13.76,,2.26,9.49,,110,Moderate
Bengaluru,12/10/2015,2015,October,12,Post-Monsoon,17.14,7.37,27.34,19.63,1.72,2.61,8.84,,54,Satisfactory
Bengaluru,13/10/2015,2015,October,13,Post-Monsoon,25.65,10.14,38.97,27.72,1.62,2.54,9.81,,77,Satisfactory
Bengaluru,14/10/2015,2015,October,14,Post-Monsoon,31.78,11.48,58.6,38.5,2.5,2.57,11.44,,144,Moderate
Bengaluru,15/10/2015,2015,October,15,Post-Monsoon,46.63,7.75,71.63,43.26,1.47,3.74,11.97,,90,Satisfactory
Bengaluru,16/10/2015,2015,October,16,Post-Monsoon,49.23,13.62,51.64,35.97,2.12,3.23,11.33,,98,Satisfactory
Bengaluru,17/10/2015,2015,October,17,Post-Monsoon,40.76,5.27,33.93,21.32,,2.15,13.38,,173,Moderate
Bengaluru,18/10/2015,2015,October,18,Post-Monsoon,31.18,6.97,37.25,21.57,,2.36,8.33,,140,Moderate
Bengaluru,19/10/2015,2015,October,19,Post-Monsoon,42.02,8.97,27.41,19.27,1.5,2.71,6.43,,76,Satisfactory
Bengaluru,20/10/2015,2015,October,20,Post-Monsoon,43.32,4.93,22.4,19.72,,3.1,13.06,,164,Moderate
Bengaluru,21/10/2015,2015,October,21,Post-Monsoon,42.64,2.42,21.57,19.75,1.14,2.14,14.4,,88,Satisfactory
Bengaluru,22/10/2015,2015,October,22,Post-Monsoon,55.94,1.96,24.25,21.45,1.31,2.76,33.92,,97,Satisfactory
Bengaluru,23/10/2015,2015,October,23,Post-Monsoon,51,3.37,28.3,26.07,1.12,2.37,42.29,,110,Moderate
Bengaluru,24/10/2015,2015,October,24,Post-Monsoon,45.13,1.73,26.15,22.27,1.06,2.4,41.37,,89,Satisfactory
Bengaluru,25/10/2015,2015,October,25,Post-Monsoon,38.26,1.74,20.74,17.48,,2.05,43.11,,81,Satisfactory
Bengaluru,26/10/2015,2015,October,26,Post-Monsoon,47.1,3.11,26.73,23.93,1.19,2.27,32.67,,74,Satisfactory
Bengaluru,27/10/2015,2015,October,27,Post-Monsoon,42.92,3.55,32,27.82,,3.72,32.4,,157,Moderate
Bengaluru,28/10/2015,2015,October,28,Post-Monsoon,36.44,4.58,24.21,24.3,1.18,1.53,26.35,,95,Satisfactory
Bengaluru,29/10/2015,2015,October,29,Post-Monsoon,29.17,6.15,22.68,22.27,1.15,1.37,15.59,,70,Satisfactory
Bengaluru,30/10/2015,2015,October,30,Post-Monsoon,31.78,3.59,15.26,14.53,,1.55,17.27,,110,Moderate
Bengaluru,31/10/2015,2015,October,31,Post-Monsoon,25.77,1.83,23.3,16.35,2.63,3.37,14.45,,191,Moderate
Bengaluru,01/11/2015,2015,November,1,Post-Monsoon,29.89,2.14,15.14,9.02,1.13,2.62,11.56,,49,Good
Bengaluru,02/11/2015,2015,November,2,Post-Monsoon,28.56,6.9,18.2,14.16,1.36,2.51,12.65,1.95,54,Satisfactory
Bengaluru,03/11/2015,2015,November,3,Post-Monsoon,31.05,8.92,20.58,16.89,1.34,2.79,11.62,2.14,58,Satisfactory
Bengaluru,04/11/2015,2015,November,4,Post-Monsoon,43.1,4.09,12.07,8.88,,2.44,19.13,2.67,65,Satisfactory
Bengaluru,05/11/2015,2015,November,5,Post-Monsoon,30.36,8.04,17.33,14.75,1.24,2.74,10.93,3.94,70,Satisfactory
Bengaluru,06/11/2015,2015,November,6,Post-Monsoon,37.22,3.66,13.89,9.7,1.21,2.01,8.07,3.02,67,Satisfactory
Bengaluru,07/11/2015,2015,November,7,Post-Monsoon,31.44,3.03,15.85,10.27,1.22,1.94,17.98,2.41,60,Satisfactory
Bengaluru,08/11/2015,2015,November,8,Post-Monsoon,31.4,1.92,15.33,8.96,,1.77,23.72,1.5,56,Satisfactory
Bengaluru,09/11/2015,2015,November,9,Post-Monsoon,34.92,0.87,10.21,5.52,,1.72,32.86,1.28,59,Satisfactory
Bengaluru,10/11/2015,2015,November,10,Post-Monsoon,12.63,1.46,6.81,4.75,1.48,2.05,41.66,1.12,51,Satisfactory
Bengaluru,11/11/2015,2015,November,11,Post-Monsoon,48.94,3.47,8.59,6.93,1.07,2.62,23.3,3.26,49,Good
Bengaluru,12/11/2015,2015,November,12,Post-Monsoon,63.69,5.05,8.2,7.38,1.82,2.27,18.98,1.07,146,Moderate
Bengaluru,13/11/2015,2015,November,13,Post-Monsoon,28.22,5.8,21.5,21.78,2.09,2.69,34.32,2.08,61,Satisfactory
Bengaluru,14/11/2015,2015,November,14,Post-Monsoon,42.42,7.25,29.94,31.78,1.56,2.23,31.35,1.82,130,Moderate
